"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition"
"true","false","[]","[]","[]","preload","0","565","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","6163","0.0-1.0","5597","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","7244","0.0-2.0-0.0","1081","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      "," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","7245","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","10057","0.0-2.0-2.0","2811","","{""Q0"":""1005""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","11149","0.0-2.0-3.0","1091","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","17106","0.0-2.0-4.0","5956","","{""Q0"":""2003""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","20537","0.0-2.0-5.0","3430","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","176510","0.0-3.0","155971","","","","85.6","53.98","408.9902341395918","4.777280886168341","598.57","8.179804682791836","50","1.1638419704601974","29.48","14.68","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","180182","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","266139","0.0-5.0","85956","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":4319},{""page_index"":1,""viewing_time"":39893},{""page_index"":2,""viewing_time"":33792},{""page_index"":3,""viewing_time"":7951}]","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","269791","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","272497","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","7.610203389830474","853.3333333333334","476","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","j","false","Practice"
"","","","","","html-keyboard-response","13","272798","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","14","275501","0.0-7.0-0.0-0.1","null","","null","","","","","","","","","","","","","key","null","7.381213698630087","853.3333333333334","476","./1_3_Stimuli/C_ambi40.png","他人","Image","朋友","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","15","275802","0.0-7.0-0.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","16","277074","0.0-7.0-0.0-0.2","120","","j","","","","","","","","","","","","","key","j","7.433864705882255","853.3333333333334","476","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","j","true","Practice"
"","","","","","html-keyboard-response","17","277376","0.0-7.0-0.0-1.2","null","<span style='color:yellow; font-size: 70px;'>过快! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","18","278649","0.0-7.0-0.0-0.3","122","","j","","","","","","","","","","","","","key","j","7.3472616279069305","853.3333333333334","476","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","19","278950","0.0-7.0-0.0-1.3","null","<span style='color:yellow; font-size: 70px;'>过快! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","20","280208","0.0-7.0-0.0-0.4","106","","f","","","","","","","","","","","","","key","f","7.43977380952371","853.3333333333334","476","./1_3_Stimuli/S_ambi40.png","自我","Word","他人","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","21","280509","0.0-7.0-0.0-1.4","null","<span style='color:yellow; font-size: 70px;'>过快! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","22","283211","0.0-7.0-0.0-0.5","null","","null","","","","","","","","","","","","","key","null","7.2617951482481065","853.3333333333334","476","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","j","false","Practice"
"","","","","","html-keyboard-response","23","283511","0.0-7.0-0.0-1.5","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","24","284735","0.0-7.0-0.0-0.6","72","","j","","","","","","","","","","","","","key","j","7.412601226993959","853.3333333333334","476","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","25","285037","0.0-7.0-0.0-1.6","null","<span style='color:yellow; font-size: 70px;'>过快! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","26","287674","0.0-7.0-0.0-0.7","1485","","f","","","","","","","","","","","","","key","f","7.269759668508263","853.3333333333334","476","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","f","true","Practice"
