"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition"
"","","","","","instructions","10","464429","0.0-5.0","261313","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":10457},{""page_index"":1,""viewing_time"":144683},{""page_index"":2,""viewing_time"":95466},{""page_index"":3,""viewing_time"":10706}]","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","468091","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","470804","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","26.454444444444057","1200","670.625","3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","13","471140","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","14","473523","0.0-7.0-0.0-0.1","1228","","f","","","","","","","","","","","","","key","f","24.271025641025073","1200","670.625","3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","false","Practice"
"","","","","","html-keyboard-response","15","473837","0.0-7.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","16","476183","0.0-7.0-0.0-0.2","1181","","f","","","","","","","","","","","","","key","f","23.42505050505067","1200","670.625","3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","17","476498","0.0-7.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","18","479014","0.0-7.0-0.0-0.3","1352","","j","","","","","","","","","","","","","key","j","22.607333333333695","1200","670.625","3_Stimuli/S_ambi40.png","自我","Word","朋友","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","19","479319","0.0-7.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","20","481686","0.0-7.0-0.0-0.4","1206","","j","","","","","","","","","","","","","key","j","24.860000000000273","1200","670.625","3_Stimuli/S_ambi40.png","自我","Image","朋友","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","21","481998","0.0-7.0-0.0-1.4","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","22","484773","0.0-7.0-0.0-0.5","null","","null","","","","","","","","","","","","","key","null","24.517857142857142","1200","670.625","3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","false","Practice"
"","","","","","html-keyboard-response","23","485087","0.0-7.0-0.0-1.5","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","24","487126","0.0-7.0-0.0-0.6","872","","f","","","","","","","","","","","","","key","f","24.565925925925523","1200","670.625","3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","false","Practice"
"","","","","","html-keyboard-response","25","487438","0.0-7.0-0.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","26","489566","0.0-7.0-0.0-0.7","960","","f","","","","","","","","","","","","","key","f","25.488048780487322","1200","670.625","3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","false","Practice"
"","","","","","html-keyboard-response","27","489910","0.0-7.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","28","492625","0.0-7.0-0.0-0.8","null","","null","","","","","","","","","","","","","key","null","24.960925925926183","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","false","Practice"
"","","","","","html-keyboard-response","29","492952","0.0-7.0-0.0-1.8","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","30","495675","0.0-7.0-0.0-0.9","null","","null","","","","","","","","","","","","","key","null","26.350588235294207","1200","670.625","3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","31","495997","0.0-7.0-0.0-1.9","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","32","498716","0.0-7.0-0.0-0.10","null","","null","","","","","","","","","","","","","key","null","24.749724770641947","1200","670.625","3_Stimuli/S_ambi40.png","他人","Word","朋友","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","33","499022","0.0-7.0-0.0-1.10","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","34","501743","0.0-7.0-0.0-0.11","null","","null","","","","","","","","","","","","","key","null","24.31027027027029","1200","670.625","3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","false","Practice"
"","","","","","html-keyboard-response","35","502058","0.0-7.0-0.0-1.11","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","36","504469","0.0-7.0-0.0-0.12","1251","","j","","","","","","","","","","","","","key","j","23.997373737373643","1200","670.625","3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","37","504788","0.0-7.0-0.0-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","38","506850","0.0-7.0-0.0-0.13","888","","f","","","","","","","","","","","","","key","f","22.20869565217404","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","false","Practice"
"","","","","","html-keyboard-response","39","507151","0.0-7.0-0.0-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","40","508879","0.0-7.0-0.0-0.14","568","","j","","","","","","","","","","","","","key","j","24.141428571428904","1200","670.625","3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","41","509188","0.0-7.0-0.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","42","511264","0.0-7.0-0.0-0.15","916","","j","","","","","","","","","","","","","key","j","24.458571428571652","1200","670.625","3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","43","511580","0.0-7.0-0.0-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","44","513874","0.0-7.0-0.0-0.16","999","","j","","","","","","","","","","","","","key","j","23.314999999999902","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","true","Practice"
"","","","","","html-keyboard-response","45","514178","0.0-7.0-0.0-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","46","515935","0.0-7.0-0.0-0.17","600","","j","","","","","","","","","","","","","key","j","24.781428571428737","1200","670.625","3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","47","516283","0.0-7.0-0.0-1.17","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","48","517966","0.0-7.0-0.0-0.18","524","","j","","","","","","","","","","","","","key","j","24.609850746269316","1200","670.625","3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","49","518266","0.0-7.0-0.0-1.18","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","50","520419","0.0-7.0-0.0-0.19","987","","j","","","","","","","","","","","","","key","j","24.873176470587907","1200","670.625","3_Stimuli/S_ambi40.png","他人","Image","朋友","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","51","520731","0.0-7.0-0.0-1.19","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","52","523512","0.0-7.0-0.0-0.20","null","","null","","","","","","","","","","","","","key","null","25.07872727272651","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","false","Practice"
"","","","","","html-keyboard-response","53","523822","0.0-7.0-0.0-1.20","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","54","526547","0.0-7.0-0.0-0.21","null","","null","","","","","","","","","","","","","key","null","23.33706896551704","1200","670.625","3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","false","Practice"
"","","","","","html-keyboard-response","55","526853","0.0-7.0-0.0-1.21","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","56","529628","0.0-7.0-0.0-0.22","null","","null","","","","","","","","","","","","","key","null","22.37245901639394","1200","670.625","3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","57","529935","0.0-7.0-0.0-1.22","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","58","531368","0.0-7.0-0.0-0.23","270","","f","","","","","","","","","","","","","key","f","25.16357142857201","1200","670.625","3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","59","531681","0.0-7.0-0.0-1.23","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","html-keyboard-response","60","572330","0.0-7.0-1.0-0.0","40647","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了21% 的试次。</p><p class='context'>您的平均反应时为923毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>"," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","61","608660","0.0-7.0-1.0-1.0","36328","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6994},{""page_index"":1,""viewing_time"":27331},{""page_index"":2,""viewing_time"":2003}]","","","","","","","","","","","","",""
"","","","","","psychophysics","62","610745","0.0-7.1-0.1-0.24","928","","j","","","","","","","","","","","","","key","j","24.907073170731763","1200","670.625","3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","63","611049","0.0-7.1-0.1-1.24","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","64","613091","0.0-7.1-0.1-0.25","876","","f","","","","","","","","","","","","","key","f","23.19241379310334","1200","670.625","3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","65","613404","0.0-7.1-0.1-1.25","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","66","615861","0.0-7.1-0.1-0.26","1299","","f","","","","","","","","","","","","","key","f","24.80969072164987","1200","670.625","3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","67","616171","0.0-7.1-0.1-1.26","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","68","618667","0.0-7.1-0.1-0.27","1335","","j","","","","","","","","","","","","","key","j","24.101782178218098","1200","670.625","3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","69","618989","0.0-7.1-0.1-1.27","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","70","621700","0.0-7.1-0.1-0.28","1554","","f","","","","","","","","","","","","","key","f","24.496000000000507","1200","670.625","3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","71","622016","0.0-7.1-0.1-1.28","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","72","624527","0.0-7.1-0.1-0.29","1353","","j","","","","","","","","","","","","","key","j","24.019223300970694","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","true","Practice"
"","","","","","html-keyboard-response","73","624838","0.0-7.1-0.1-1.29","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","74","627132","0.0-7.1-0.1-0.30","1039","","j","","","","","","","","","","","","","key","j","23.183505154639654","1200","670.625","3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","75","627445","0.0-7.1-0.1-1.30","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","76","629620","0.0-7.1-0.1-0.31","1008","","j","","","","","","","","","","","","","key","j","22.250833333332896","1200","670.625","3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","77","629923","0.0-7.1-0.1-1.31","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","78","631696","0.0-7.1-0.1-0.32","543","","j","","","","","","","","","","","","","key","j","24.219166666667054","1200","670.625","3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","79","632000","0.0-7.1-0.1-1.32","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","80","634238","0.0-7.1-0.1-0.33","973","","f","","","","","","","","","","","","","key","f","23.691827956988895","1200","670.625","3_Stimuli/S_ambi40.png","自我","Word","朋友","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","81","634549","0.0-7.1-0.1-1.33","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","82","636912","0.0-7.1-0.1-0.34","1208","","f","","","","","","","","","","","","","key","f","24.744893617021475","1200","670.625","3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","83","637216","0.0-7.1-0.1-1.34","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","84","639672","0.0-7.1-0.1-0.35","1299","","f","","","","","","","","","","","","","key","f","23.539223300971237","1200","670.625","3_Stimuli/S_ambi40.png","自我","Image","朋友","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","85","639986","0.0-7.1-0.1-1.35","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","86","642759","0.0-7.1-0.1-0.36","null","","null","","","","","","","","","","","","","key","null","25.96698113207547","1200","670.625","3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","87","643065","0.0-7.1-0.1-1.36","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","88","644254","0.0-7.1-0.1-0.37","33","","j","","","","","","","","","","","","","key","j","24.95130434782629","1200","670.625","3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","89","644561","0.0-7.1-0.1-1.37","null","<span style='color:yellow; font-size: 70px;'>过快! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","90","646901","0.0-7.1-0.1-0.38","1168","","f","","","","","","","","","","","","","key","f","22.713725490195394","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","false","Practice"
"","","","","","html-keyboard-response","91","647207","0.0-7.1-0.1-1.38","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","92","649278","0.0-7.1-0.1-0.39","907","","j","","","","","","","","","","","","","key","j","22.945393258427124","1200","670.625","3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","93","649614","0.0-7.1-0.1-1.39","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","94","651397","0.0-7.1-0.1-0.40","487","","j","","","","","","","","","","","","","key","j","25.604705882352874","1200","670.625","3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","95","651710","0.0-7.1-0.1-1.40","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","96","654265","0.0-7.1-0.1-0.41","1336","","f","","","","","","","","","","","","","key","f","23.434018691588264","1200","670.625","3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","false","Practice"
"","","","","","html-keyboard-response","97","654577","0.0-7.1-0.1-1.41","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","98","656865","0.0-7.1-0.1-0.42","1117","","f","","","","","","","","","","","","","key","f","23.461666666667345","1200","670.625","3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","99","657175","0.0-7.1-0.1-1.42","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","100","659223","0.0-7.1-0.1-0.43","883","","j","","","","","","","","","","","","","key","j","23.57929411764695","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","true","Practice"
"","","","","","html-keyboard-response","101","659556","0.0-7.1-0.1-1.43","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","102","661631","0.0-7.1-0.1-0.44","820","","j","","","","","","","","","","","","","key","j","23.480000000000107","1200","670.625","3_Stimuli/S_ambi40.png","他人","Word","朋友","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","103","661943","0.0-7.1-0.1-1.44","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","104","664056","0.0-7.1-0.1-0.45","946","","j","","","","","","","","","","","","","key","j","24.843095238094627","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","true","Practice"
"","","","","","html-keyboard-response","105","664362","0.0-7.1-0.1-1.45","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","106","666406","0.0-7.1-0.1-0.46","889","","f","","","","","","","","","","","","","key","f","24.565432098766006","1200","670.625","3_Stimuli/S_ambi40.png","他人","Image","朋友","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","107","666713","0.0-7.1-0.1-1.46","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","108","668691","0.0-7.1-0.1-0.47","766","","j","","","","","","","","","","","","","key","j","24.126419753086306","1200","670.625","3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","109","669025","0.0-7.1-0.1-1.47","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","html-keyboard-response","110","672139","0.0-7.1-1.1-0.1","3111","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了75% 的试次。</p><p class='context'>您的平均反应时为1027毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>"," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","111","700944","0.0-7.1-1.1-1.1","28806","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6691},{""page_index"":1,""viewing_time"":16586},{""page_index"":2,""viewing_time"":5528}]","","","","","","","","","","","","",""
"","","","","","psychophysics","112","703661","0.0-7.2-0.2-0.48","null","","null","","","","","","","","","","","","","key","null","23.673684210526723","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","false","Practice"
"","","","","","html-keyboard-response","113","703982","0.0-7.2-0.2-1.48","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","114","705865","0.0-7.2-0.2-0.49","587","","j","","","","","","","","","","","","","key","j","23.823589743589626","1200","670.625","3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","115","706171","0.0-7.2-0.2-1.49","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","116","708205","0.0-7.2-0.2-0.50","856","","j","","","","","","","","","","","","","key","j","23.165116279069228","1200","670.625","3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","true","Practice"
"","","","","","html-keyboard-response","117","708545","0.0-7.2-0.2-1.50","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","118","710506","0.0-7.2-0.2-0.51","792","","f","","","","","","","","","","","","","key","f","24.778441558440832","1200","670.625","3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","119","710808","0.0-7.2-0.2-1.51","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","120","712930","0.0-7.2-0.2-0.52","955","","f","","","","","","","","","","","","","key","f","24.83857142857215","1200","670.625","3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","121","713233","0.0-7.2-0.2-1.52","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","122","715147","0.0-7.2-0.2-0.53","645","","j","","","","","","","","","","","","","key","j","24.574025974025368","1200","670.625","3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice"
"","","","","","html-keyboard-response","123","715448","0.0-7.2-0.2-1.53","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","124","717699","0.0-7.2-0.2-0.54","1086","","j","","","","","","","","","","","","","key","j","23.415578947368225","1200","670.625","3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","true","Practice"
"","","","","","html-keyboard-response","125","718006","0.0-7.2-0.2-1.54","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","126","720381","0.0-7.2-0.2-0.55","1218","","f","","","","","","","","","","","","","key","f","23.579797979798215","1200","670.625","3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","f","true","Practice"
"","","","","","html-keyboard-response","127","720685","0.0-7.2-0.2-1.55","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","128","723402","0.0-7.2-0.2-0.56","null","","null","","","","","","","","","","","","","key","null","24.00072072072034","1200","670.625","3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","f","false","Practice"
"","","","","","html-keyboard-response","129","723712","0.0-7.2-0.2-1.56","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
