"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition"
"true","false","[]","[]","[]","preload","0","550","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","11381","0.0-1.0","10831","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","15236","0.0-2.0-0.0","3854","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      ","shift","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","15236","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","29927","0.0-2.0-2.0","14689","","{""Q0"":""1004""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","31063","0.0-2.0-3.0","1135","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","40131","0.0-2.0-4.0","9068","","{""Q0"":""2004""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","42887","0.0-2.0-5.0","2754","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","186506","0.0-3.0","143619","","","","85.6","53.98","306.5732275837505","3.5793628141977156","799.13","6.13146455167501","50","1.2460318306680715","29.76","15.8","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","189728","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","346642","0.0-5.0","156911","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":29153},{""page_index"":1,""viewing_time"":56059},{""page_index"":0,""viewing_time"":4916},{""page_index"":1,""viewing_time"":30590},{""page_index"":2,""viewing_time"":28023},{""page_index"":3,""viewing_time"":8168}]","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","350294","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","353008","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.66586335403707","853.3333333333334","476","./1_3_Stimuli/T_ambi40.png","他人","Word","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","13","353310","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","14","356017","0.0-7.0-0.0-0.1","null","","null","","","","","","","","","","","","","key","null","16.665645962732885","853.3333333333334","476","./1_3_Stimuli/T_ambi40.png","朋友","Image","他人","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","15","356330","0.0-7.0-0.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","16","359038","0.0-7.0-0.0-0.2","null","","null","","","","","","","","","","","","","key","null","16.665857142857014","853.3333333333334","476","./1_3_Stimuli/C_ambi40.png","自我","Word","朋友","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","17","359349","0.0-7.0-0.0-1.2","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","18","362058","0.0-7.0-0.0-0.3","null","","null","","","","","","","","","","","","","key","null","16.66454658385074","853.3333333333334","476","./1_3_Stimuli/T_ambi40.png","自我","Image","他人","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","19","362360","0.0-7.0-0.0-1.3","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","20","365068","0.0-7.0-0.0-0.4","null","","null","","","","","","","","","","","","","key","null","16.663919254658406","853.3333333333334","476","./1_3_Stimuli/T_ambi40.png","他人","Image","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","21","365384","0.0-7.0-0.0-1.4","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","22","368088","0.0-7.0-0.0-0.5","null","","null","","","","","","","","","","","","","key","null","16.666372670807228","853.3333333333334","476","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","f","false","Practice"
