success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,value,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,scale_factor,win_width_deg,win_height_deg,view_history,response_type,key_press,avg_frame_time,center_x,center_y,image,word,target,valence,matchness,correct_response,correct,exp_condition,result
,,,,,psychophysics,825,1970281,0.0-8.0-0.5-0.655,439,,j,,,,,,,,,,,,,key,j,16.65097895,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,826,1971996,0.0-8.0-0.5-0.656,559,,f,,,,,,,,,,,,,key,f,16.64996078,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,827,1973759,0.0-8.0-0.5-0.657,606,,f,,,,,,,,,,,,,key,f,16.6504381,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,828,1975394,0.0-8.0-0.5-0.658,471,,f,,,,,,,,,,,,,key,f,16.65043299,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,829,1977071,0.0-8.0-0.5-0.659,522,,j,,,,,,,,,,,,,key,j,16.65065,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,FALSE,Formal,
,,,,,psychophysics,830,1978995,0.0-8.0-0.5-0.660,771,,j,,,,,,,,,,,,,key,j,16.65033333,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Image,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,831,1980864,0.0-8.0-0.5-0.661,716,,f,,,,,,,,,,,,,key,f,16.65066964,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,832,1982703,0.0-8.0-0.5-0.662,674,,j,,,,,,,,,,,,,key,j,16.6503578,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Word,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,833,1984445,0.0-8.0-0.5-0.663,583,,f,,,,,,,,,,,,,key,f,16.65033654,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,834,1986138,0.0-8.0-0.5-0.664,531,,f,,,,,,,,,,,,,key,f,16.6502,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,835,1987861,0.0-8.0-0.5-0.665,570,,j,,,,,,,,,,,,,key,j,16.65048039,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,836,1989958,0.0-8.0-0.5-0.666,936,,j,,,,,,,,,,,,,key,j,16.650488,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Word,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,837,1991980,0.0-8.0-0.5-0.667,862,,j,,,,,,,,,,,,,key,j,16.65056667,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,FALSE,Formal,
,,,,,psychophysics,838,1993909,0.0-8.0-0.5-0.668,777,,f,,,,,,,,,,,,,key,f,16.65037391,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,TRUE,Formal,
,,,,,psychophysics,839,1995613,0.0-8.0-0.5-0.669,551,,j,,,,,,,,,,,,,key,j,16.65088119,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,840,1997385,0.0-8.0-0.5-0.670,606,,j,,,,,,,,,,,,,key,j,16.65024762,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,841,1999350,0.0-8.0-0.5-0.671,809,,j,,,,,,,,,,,,,key,j,16.65052991,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Image,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,842,2001332,0.0-8.0-0.5-0.672,822,,f,,,,,,,,,,,,,key,f,16.65022881,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,843,2003258,0.0-8.0-0.5-0.673,766,,f,,,,,,,,,,,,,key,f,16.65036842,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,844,2005078,0.0-8.0-0.5-0.674,668,,f,,,,,,,,,,,,,key,f,16.65133333,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,TRUE,Formal,
,,,,,psychophysics,845,2006792,0.0-8.0-0.5-0.675,557,,f,,,,,,,,,,,,,key,f,16.65018627,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,TRUE,Formal,
,,,,,psychophysics,846,2008475,0.0-8.0-0.5-0.676,528,,j,,,,,,,,,,,,,key,j,16.65029,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,847,2010197,0.0-8.0-0.5-0.677,564,,j,,,,,,,,,,,,,key,j,16.64985294,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,848,2012162,0.0-8.0-0.5-0.678,804,,f,,,,,,,,,,,,,key,f,16.7948,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,TRUE,Formal,
,,,,,psychophysics,849,2013942,0.0-8.0-0.5-0.679,626,,f,,,,,,,,,,,,,key,f,16.65039048,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,850,2015785,0.0-8.0-0.5-0.680,663,,j,,,,,,,,,,,,,key,j,16.65017273,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Word,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,851,2017928,0.0-8.0-0.5-0.681,985,,j,,,,,,,,,,,,,key,j,16.65028346,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,852,2019670,0.0-8.0-0.5-0.682,588,,j,,,,,,,,,,,,,key,j,16.65007767,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,FALSE,Formal,
,,,,,psychophysics,853,2021350,0.0-8.0-0.5-0.683,521,,f,,,,,,,,,,,,,key,f,16.65042424,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,854,2023082,0.0-8.0-0.5-0.684,574,,j,,,,,,,,,,,,,key,j,16.65015534,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,FALSE,Formal,
,,,,,psychophysics,855,2024872,0.0-8.0-0.5-0.685,634,,j,,,,,,,,,,,,,key,j,16.65109346,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Word,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,856,2026876,0.0-8.0-0.5-0.686,840,,j,,,,,,,,,,,,,key,j,16.65016807,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Image,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,857,2028678,0.0-8.0-0.5-0.687,650,,f,,,,,,,,,,,,,key,f,16.65102804,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,858,2030630,0.0-8.0-0.5-0.688,800,,j,,,,,,,,,,,,,key,j,16.65046957,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Image,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,859,2032543,0.0-8.0-0.5-0.689,758,,j,,,,,,,,,,,,,key,j,16.6510885,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Image,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,860,2034731,0.0-8.0-0.5-0.690,1022,,f,,,,,,,,,,,,,key,f,16.6516,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,861,2036626,0.0-8.0-0.5-0.691,736,,f,,,,,,,,,,,,,key,f,16.65027679,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,862,2038394,0.0-8.0-0.5-0.692,605,,j,,,,,,,,,,,,,key,j,16.65046667,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,863,2040398,0.0-8.0-0.5-0.693,847,,j,,,,,,,,,,,,,key,j,16.65012605,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,864,2042295,0.0-8.0-0.5-0.694,743,,j,,,,,,,,,,,,,key,j,16.65050442,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,FALSE,Formal,
,,,,,psychophysics,865,2044400,0.0-8.0-0.5-0.695,950,,f,,,,,,,,,,,,,key,f,16.650656,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,866,2046142,0.0-8.0-0.5-0.696,581,,f,,,,,,,,,,,,,key,f,16.65035922,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,867,2048136,0.0-8.0-0.5-0.697,838,,f,,,,,,,,,,,,,key,f,16.65114286,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,TRUE,Formal,
,,,,,psychophysics,868,2050009,0.0-8.0-0.5-0.698,712,,f,,,,,,,,,,,,,key,f,16.65078378,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Image,自我,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,869,2051785,0.0-8.0-0.5-0.699,625,,j,,,,,,,,,,,,,key,j,16.65045714,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,FALSE,Formal,
,,,,,psychophysics,870,2053683,0.0-8.0-0.5-0.700,736,,f,,,,,,,,,,,,,key,f,16.65116814,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,871,2055317,0.0-8.0-0.5-0.701,479,,f,,,,,,,,,,,,,key,f,16.65010309,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,872,2057008,0.0-8.0-0.5-0.702,538,,f,,,,,,,,,,,,,key,f,16.65023762,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,873,2058752,0.0-8.0-0.5-0.703,588,,f,,,,,,,,,,,,,key,f,16.65067961,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,874,2060672,0.0-8.0-0.5-0.704,767,,j,,,,,,,,,,,,,key,j,16.65094737,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,875,2062289,0.0-8.0-0.5-0.705,459,,j,,,,,,,,,,,,,key,j,16.65002083,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,876,2063979,0.0-8.0-0.5-0.706,532,,j,,,,,,,,,,,,,key,j,16.65041,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,FALSE,Formal,
,,,,,psychophysics,877,2065737,0.0-8.0-0.5-0.707,604,,j,,,,,,,,,,,,,key,j,16.650375,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Word,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,878,2067798,0.0-8.0-0.5-0.708,906,,f,,,,,,,,,,,,,key,f,16.65036585,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,879,2069603,0.0-8.0-0.5-0.709,649,,f,,,,,,,,,,,,,key,f,16.65028037,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,880,2071417,0.0-8.0-0.5-0.710,659,,j,,,,,,,,,,,,,key,j,16.65037037,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,881,2073207,0.0-8.0-0.5-0.711,636,,j,,,,,,,,,,,,,key,j,16.65042453,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,FALSE,Formal,
,,,,,psychophysics,882,2074819,0.0-8.0-0.5-0.712,456,,f,,,,,,,,,,,,,key,f,16.82748936,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Formal,
,,,,,psychophysics,883,2076847,0.0-8.0-0.5-0.713,858,,j,,,,,,,,,,,,,key,j,16.6503,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,884,2078477,0.0-8.0-0.5-0.714,478,,f,,,,,,,,,,,,,key,f,16.6503299,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Image,他人,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,885,2080180,0.0-8.0-0.5-0.715,549,,f,,,,,,,,,,,,,key,f,16.64989109,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Word,他人,Mismatch,j,FALSE,Formal,
,,,,,psychophysics,886,2081837,0.0-8.0-0.5-0.716,487,,f,,,,,,,,,,,,,key,f,16.65017347,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,TRUE,Formal,
,,,,,psychophysics,887,2083691,0.0-8.0-0.5-0.717,694,,j,,,,,,,,,,,,,key,j,16.64864545,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Image,他人,Mismatch,j,TRUE,Formal,
,,,,,psychophysics,888,2085352,0.0-8.0-0.5-0.718,504,,f,,,,,,,,,,,,,key,f,16.65023232,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Formal,
,,,,,psychophysics,889,2087017,0.0-8.0-0.5-0.719,509,,f,,,,,,,,,,,,,key,f,16.65113131,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Formal,
,,,,,html-keyboard-response,890,2090135,0.0-8.0-1.5,3112,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了75% 的试次。</p><p class='context'>您的平均反应时为647毫秒。</p><p> <div style = 'color: green'><按任意键进入休息></div></p>, ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,891,2090144,0.0-8.0-2.5,null,,null,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,892,2090165,0.0-9.0,15,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您本次实验共正确回答了78% 的试次。</p><p class='context'>您的平均反应时为729毫秒(sd=184)。</p><p class='context'>恭喜您完成本次实验。按任意键结束实验。</p>,n,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,,,,pipe,893,2111289,0.0-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
,,,,,html-keyboard-response,894,2116190,0.0-11.0,4897,"
  <p>感谢您参加我们的实验，请<span style=""color: yellow;"">按任意键开始上传数据</span>，并通知研究者。</p>
  <p>感谢您的配合！</p>", ,,,,,,,,,,,,,,,,,,,,,,,,,,
